EmployerId,ClientTenure,Employees,Industry,NetworkStrength,ZipCode
439626160,11,721,I26,0.1490,75082
713944254,29,1081,,0.5596,83203
598303103,19,41,I27,1.3716,44278
672794400,1,30,,0.3849,48103
560681,8,37,I27,-0.0233,43162
468277,10,9,I15,0.1055,23601
316435822,4,37,I27,0.6284,92111
316403569,4,28,I09,0.4381,08060
452164,7,7,I27,0.4034,22401
556098,15,11,I13,0.1011,77002
414519865,24,15,I20,-0.6589,04092
505875953,2,10,I27,0.6770,92821
671226709,1,19,,0.3102,77450
697687,17,11,I11,0.1882,64108
211107028,20,20,I11,0.0558,94105
834681,10,42,I09,0.3777,75028
514489,21,19,I20,0.3749,75039
549134,24,119,I22,0.3749,75006
766179,13,24,,0.3749,75254
711172,12,25,I20,0.3749,75042
759613,9,29,I15,0.0331,78629
647609954,20,105,I21,0.2920,85043
163161328,5,646,I20,0.7450,80112
813680,14,15,I27,-0.7957,36617
274044564,27,30,I20,0.3749,75238
441339306,15,93,I27,0.7194,33161
169136681,5,9,I11,-0.2374,24361
564525,8,7,I07,0.5411,23114
591879,19,4,I27,-0.1124,55431
640451321,1,15,I23,0.6770,92606
553547045,3,325,I20,0.2370,19406
169770967,5,121,I27,0.1056,60609
96828759,6,13,I22,0.0401,46975
590837045,2,133,I13,0.3918,10038
279678408,4,39,,0.1183,08690
838983,14,7,I16,0.0849,99501
245571049,27,17,I27,0.2920,85201
703891074,1,11,,-1.3396,59421
113892423,6,4,I07,-0.2488,32561
99693456,17,18,I20,0.2465,45209
423330485,5,51,I26,0.3485,08816
520510178,32,14,I14,-0.3986,74119
524168,10,32,I27,-0.6413,82609
39010118,6,12,I23,0.4868,97209
780496,18,2,I27,0.3413,78701
372562416,15,66,I25,0.8877,80011
307530531,4,105,I22,0.4542,11729
9184487,7,18,I21,0.7132,49512
746832,22,10,I19,-0.0801,07981
400877493,3,4,,0.1983,87710
575542767,2,9,,-0.3344,28658
390134070,3,29,I23,0.4868,97209
689506,10,44,I27,0.7062,30340
569754,7,1,I16,0.8472,44039
326336388,4,29,I19,0.4125,95125
36052790,6,47,I14,0.0849,99508
297860528,32,22,I07,0.2465,45236
495716,21,9,I26,0.3406,27573
439810,12,11,,-0.3488,73122
245674450,8,44,I26,-0.2097,15203
239985111,41,19,I27,-0.4309,35216
551580399,3,98,I27,0.3588,62305
515645784,5,19,I20,-0.1467,22701
782989,23,6,I27,0.6401,42701
575142327,2,4,,0.6770,92708
692352,18,110,I14,0.2923,20005
281219836,24,179,I15,0.5401,87113
472277635,3,50,I20,-0.3821,03051
537407,7,17,I24,0.3918,10165
488663,19,28,I27,-0.1124,55311
581576,41,11,I12,0.7661,04330
358093039,18,42,I11,0.4187,20770
506727377,2,120,I27,0.6284,91950
211726696,5,11,I15,-0.1704,27607
696268,17,14,,0.3777,76177
299560657,4,2,,0.6277,95063
518835,11,11,I26,0.1056,60076
142767441,31,681,I20,0.1007,63105
777889,8,17,I23,-0.2378,02464
807237,15,15,I20,0.6643,13218
736290,11,9,I20,-0.0802,01604
403921888,22,5,I20,0.5491,98203
165264685,5,2,I27,0.4096,45424
363946362,14,90,I26,-0.7780,33935
580437,10,159,I19,0.8877,80640
441043,26,9,I13,0.0966,08332
676284,25,127,I26,0.5733,12210
845051,24,3,I27,0.7054,95695
355226398,32,228,I27,0.4868,97209
284241918,4,31,I21,0.0397,37402
498090,9,2,,-0.1553,76657
334015051,4,9,I12,0.6284,92103
674350456,1,11,,-0.1185,76063
95298409,6,41,I12,-0.0188,01960
776289,17,456,I20,0.5491,98275
708153974,1,11,,-0.0958,05651
672376,9,12,I09,0.3918,10016
58488334,6,15,I15,0.2965,20902
633931,7,12,I24,-0.4560,05819
413981756,3,19,I20,0.3849,48170
491335,24,15,I21,0.4125,94085
191360044,32,28,I27,0.2965,20816
805114,18,346,I27,0.4622,32114
437054542,3,79,I22,-0.0594,17540
383750798,3,11,,0.5411,91321
392199424,21,605,I11,0.7132,49503
187071007,5,77,I17,-0.7513,52353
562231891,2,9,I19,0.1011,77396
355959181,4,52,,0.7873,93561
497519514,2,44,I01,-0.8757,38549
838138,7,4,I23,0.1839,14618
106843354,42,63,I11,0.1530,98111
418965761,3,420,I25,0.0110,97504
812745,28,30,I13,0.4187,20744
505134558,2,11,I23,0.7577,94583
104288258,6,131,I27,-0.0432,62201
510727,19,60,I21,0.7379,14903
509448903,8,44,I22,0.2401,28216
710892748,36,75,,0.2965,20814
667052,21,2,I13,-0.3529,05001
519750,21,66,I17,0.7062,30328
676774636,26,69,I12,0.2920,85304
684015634,1,19,,0.6284,92008
721990,22,41,I11,0.7108,78654
615304354,1,12,,-0.5860,50023
17129296,7,7,I20,0.0000,46947
558098194,11,1304,I24,0.3918,10105
547088227,15,46,I09,0.3749,75081
600134490,1,10,I23,-0.4508,36078
698926,10,39,I19,-0.6440,68504
625286,28,25,I21,0.3493,19079
705619202,19,701,,0.4125,95126
590796,8,15,I20,0.3246,49087
282003178,4,34,I13,-0.1860,08876
714988,23,3,I24,0.3918,10176
583274,20,2,I20,0.1056,60469
264288365,25,461,I24,0.1011,77057
47578866,31,1444,I21,-0.1704,27609
470745470,3,23,I24,-0.3488,73102
625583334,2,83,I09,0.8190,30363
541625592,2,9,I07,0.1815,60515
530530786,2,275,I09,-0.1704,27518
730688,35,2,I22,-0.0661,21157
605523523,1,122,,0.1490,75248
93062848,6,9,I15,0.2014,06830
576161,7,32,I09,0.3749,76051
659866843,1,12,,-0.2378,02138
581386,8,14,I04,0.3918,10012
568147467,2,5,I27,0.3918,10023
598163,17,5,I27,0.3793,07701
99595047,6,14,I13,0.5411,91101
568043,8,6,I17,-0.8603,80446
724729,12,14,I24,0.0031,19087
675126505,1,43232,,0.7450,80112
544260603,2,35,I27,0.2965,20850
394216021,3,16,I27,0.5768,11003
57421362,12,19,I16,0.1056,60602
419708273,3,127,I27,0.2208,37932
841984,15,34,I20,0.5411,91710
73684401,6,5,I21,0.7873,93307
595911,32,223,I13,-0.3488,73102
869310,10,11,I27,0.2229,38118
771435,25,11,I23,0.2087,50501
686391,24,20,I20,0.1056,60062
706303,22,10,I23,-0.0348,46032
771347,9,11,I11,0.4868,97205
490381,30,29,I13,0.7818,45402
111979722,6,9,I22,0.4868,97212
43072663,25,5197,I12,0.1056,60173
6603917,7,4,,-0.4492,17055
168416795,5,477,I20,0.3918,10016
460055667,29,275,I23,-0.3581,16603
220409072,9,65,I02,0.9913,95677
745389,15,13,I20,-0.2378,01460
530829,36,1,I16,0.4347,93274
686265150,1,5,,0.5411,90292
592732,14,19,I23,-0.4649,04240
625907,9,5,I14,0.2014,06905
392249454,14,357,I12,0.4146,32223
36061180,6,23,I20,0.0031,19355
491213,13,3,I17,-0.6528,73401
794280,28,11,I14,0.2923,20036
415173883,3,13,I27,0.6277,95073
820092,19,20,I23,-0.9146,55987
493336,11,12,I27,-0.5635,57105
633814794,3,12,I12,1.2002,14020
168418832,5,12,I21,0.2353,35905
845042,20,14,I09,-0.4376,02908
628720905,1,138,I01,0.2745,29020
568481,7,12,I13,-0.3488,73013
378819052,3,13,I27,0.2965,20895
528393,33,113,I10,0.9319,80403
437449,21,23,I20,-0.3820,43567
550783,9,26,I20,-0.8657,27406
669380,13,3,,0.2370,19406
454366,25,128,I19,0.2973,98248
630573413,1,20,I22,-0.7379,58201
517981224,2,13,I10,-0.2378,02142
437638367,3,18,I23,0.6770,92706
643171,12,4,I24,0.1839,14534
206413377,19,17,I11,0.4554,63102
719206,9,28,I12,0.2408,83854
531932,16,12,I19,0.1056,60007
556266,20,52,I20,-0.2453,02038
250963809,5,12,I12,0.5401,87106
537848229,26,2,I20,-0.6325,72114
513800015,2,32,I20,0.1011,77011
760567,24,16,I24,-0.0555,02109
624672,10,37,I14,0.2923,20005
616462,21,6,I20,0.4985,34232
773349,7,6,I07,-0.1424,60045
582206,8,250,I27,0.1815,60532
476976280,3,17,I08,-0.4715,61032
570538169,2,35,I27,0.3200,37211
162351686,5,17,I02,0.7062,30345
558950812,2,56,I20,0.5491,56309
594470909,2,15,,0.2920,85258
603498,22,51,I22,0.1805,76040
853606,10,14,I12,0.0000,85929
627173,10,4,I27,0.8190,30303
727572,31,2,I15,-0.6325,72211
685836357,4,193,I21,-0.7161,55810
685414,11,12,,-0.8657,27406
197796221,6,53,I20,0.2920,85009
645383,14,9,I12,-0.1124,55408
670595,8,327,I27,-1.4830,56401
714418532,16,90,,-0.8657,27401
503844760,10,21,I27,0.5733,12207
582765,16,2,I27,-0.5369,95023
317475979,8,25,I23,-0.6440,68512
31372238,7,280,I27,0.3564,78130
274361189,4,150,I25,0.5027,96028
639754274,1,15,,0.4239,93711
293904058,19,137,I22,0.0490,49707
156437856,17,696,I25,0.2014,06902
496806,8,19,I24,0.4731,33607
546163,27,2,I20,0.4125,94089
815544,10,2,,0.8472,44256
577046907,2,19,I22,0.4985,34285
431888,22,40,I24,0.7450,80111
633941363,3,16,I16,0.1056,60601
650449019,1,11,,?,07054
539450948,9,107,I26,0.8789,31001
542921865,26,72,I14,0.0520,08071
504008,16,87,I11,0.0112,48910
299658327,4,73,I27,0.3749,75227
595034,22,106,I21,0.2147,63026
505824723,2,14,I20,0.0306,53037
514778864,2,798,I11,0.3918,10271
688202,7,20,I16,0.2965,20852
831681,22,49,I27,-0.2816,53704
447888,25,65,I24,0.3197,32805
479727921,3,16,,-0.3611,70003
395856234,3,202,I24,-0.5370,58501
621479310,9,267,I25,-0.2378,01854
626311,10,2,I23,-0.6325,72201
516915,23,2,,0.0000,21044
569319219,10,14,I12,0.5030,93291
390875403,3,5,,0.2655,55120
453868322,21,572,I25,-0.0671,48504
645170,7,4,I22,0.4125,94043
476325,8,37,I27,-0.4309,35243
616771,15,42,I25,-0.8504,75503
604634279,1,17,I23,0.3578,99207
642091424,19,46,I20,-0.1265,07050
663979,12,10,I27,0.2965,20855
643929,8,11,I23,-0.2752,41035
608239769,1,10,I23,0.1905,08232
206602541,5,7,I26,0.5411,91307
709998,13,19,,0.3918,10001
452864,19,16,I27,-0.6589,04011
261064159,5,106,I20,-0.0376,99403
499893920,2,38,I27,0.3749,75062
544054,11,5,I20,-1.0853,35806
653712349,36,21,I13,0.1056,60602
603580814,2,58,I22,0.2229,38118
53162553,7,7,I20,0.7577,94583
75695505,6,21,I21,-0.4848,59828
711371,14,18,I13,-0.7319,25301
683755,13,3,I13,0.2819,23226
497319,22,3,I27,0.4496,94403
541603713,2,12,I27,-0.0348,46032
750578,21,107,I20,-0.0971,64116
369833233,4,20,I27,0.1212,13502
412689272,20,29431,I27,0.3749,75221
315314788,25,26,I20,-0.2097,15120
663842735,18,233,I27,0.5401,87114
540243319,2,11,I27,0.2225,21234
511618,17,23,I09,0.4332,22182
528536,26,2,,-0.9152,24090
396812672,3,8,I27,0.8537,94605
596065,24,15,I14,0.2923,20005
54924548,6,18,I09,0.1011,77002
434963,15,22,I01,1.0151,43311
412089402,3,13,I23,0.9736,64040
560340017,2,8,I02,0.1226,63005
45947896,6,11,I20,-0.0802,01581
665583,9,14,I07,-0.0594,17601
84001932,26,19,I20,-0.1124,55107
98421714,6,46,I13,0.3197,32751
621357492,1,56,I16,0.7873,93309
847861,8,190,I20,0.8643,95828
708514,7,15,I11,-0.3161,58103
577198,15,8,I19,0.4187,20705
438049975,3,23,I19,1.1662,23005
699794589,6,61,,?,?
406105864,3,14,,-1.1068,57380
513754,27,2,I25,-0.5709,28150
43297627,7,14,I26,-0.1553,76538
643502,10,66,I26,-0.6310,76266
168254373,5,11,I21,-0.5545,73099
755997,9,63,I20,0.0397,37419
752178,22,11,I15,0.0655,08753
520612,20,2,I22,0.4384,05353
584295,36,11,I23,0.6117,40203
54577666,32,13,I22,0.3777,76262
374524309,3,10,I12,-0.7319,25064
568363112,16,30,I20,-0.8556,61109
351587378,4,35,I15,0.8138,30339
557563,8,2,I17,0.9521,80125
697205,24,2,I25,0.3918,10018
295893337,4,6,I20,0.3413,78750
102894216,24,16,I24,0.5411,91706
584995,29,31,I13,-0.6440,68508
154543230,9,54,I17,-0.1424,60030
497792169,2,22,,0.3338,37379
807921,8,16,I19,?,63670
787854,22,24,I13,-0.5977,17110
455822,18,10,I24,0.1007,63105
744004,8,13,I25,0.0561,53220
463703877,35,15,I25,0.4381,08077
868738,26,9,I20,0.4844,14850
508011,12,27,I26,0.1530,98007
791017,8,65,I01,-0.6509,76710
781986,7,18,I27,0.1011,77042
726414,26,5,I13,0.5165,28145
391881541,3,17,I02,0.3413,78731
226411327,7,28,I23,0.5411,90404
537541930,18,4,I27,-0.5870,78411
567673019,2,24,I20,0.5411,90670
503817123,2,62,I23,-0.0188,01930
411996481,3,20,I27,0.1011,77536
257257881,11,62,I27,-0.4896,70503
252258335,5,12,I14,-0.1704,27606
688212,8,16,I27,0.1007,63105
131135286,9,644,I24,0.1056,60661
559495925,2,13,I22,0.2208,37922
540711,13,20,I27,-1.1008,68847
394769496,31,182,I12,-0.2453,19464
656283,21,56,I20,0.9968,92408
304677213,4,76,I20,-0.6208,98837
700155135,1,10,,?,76870
502663,11,15,I27,0.1056,60606
774942,24,45,I20,0.3578,99206
506217,11,56,I20,-0.1124,55413
594133987,2,150,I24,0.7194,33178
603277779,1,53,,0.2400,49022
789018,38,17,I22,0.2229,38116
152982007,28,517,I25,-0.0188,01901
813121,8,4,I11,?,01801
444271424,3,87,I25,-0.5572,95503
775373,7,6,I12,0.4039,28054
651226,12,7,I27,0.3866,55117
114863145,6,1,I15,0.7450,80111
370199032,15,173,I20,-0.4264,54016
677647,20,5,I27,-0.6589,04106
815210,28,20,I20,0.5411,91352
551696757,2,14,I02,0.8190,30309
635286,21,14,I27,0.1774,18969
320526588,4,28,I12,0.7194,33154
697559275,18,14,,-0.8658,27949
566504,40,19,I02,-0.1124,55403
603076,16,48,I11,0.5821,46204
604876,14,10,I27,-0.2816,53704
545489,18,37,I27,?,02721
575375623,14,56,I26,0.7062,30033
628942461,28,18,,0.1459,31909
696874528,2,15,,0.7132,49503
513575853,6,37,I02,0.3200,37203
620532,8,8,I27,0.4381,08016
23887012,7,19,I10,0.3918,10036
387071021,25,653,I27,0.2655,55057
476373,11,80,I26,-1.2744,78341
853970,7,200,I22,0.7692,38672
366275999,12,125,I09,0.2923,20036
439859,18,327,I25,0.6648,14208
616435,13,8,I19,0.2465,45231
522855,9,14,I27,-0.9146,55987
554063323,2,15,I19,0.7929,33469
96494126,6,135,I20,-0.3815,22728
410467402,3,24,I07,0.1774,19047
765635,24,11,I20,0.1815,60191
390151785,3,42,I09,0.6284,92108
36368733,6,21,I25,-0.3149,58341
221493385,5,17,I26,-0.0593,59821
580748127,2,11,I22,0.1011,77024
664321,8,37,I27,0.6770,92623
781990,8,9,I15,0.6284,92128
397203216,14,563,I14,-0.6799,59601
491160,17,12,I27,-0.0555,02108
684217277,1,10,,?,?
169865575,5,909,I22,0.1011,77024
784988,12,1,I11,-0.4276,35124
622232410,1,18,I20,0.4125,95020
745780,26,2,I09,0.1056,60438
493532,22,9,I12,0.2208,37932
675651754,32,25,I27,-0.0319,35401
158825925,5,12,I24,0.7208,70807
82227002,6,4,I27,0.6648,14221
507910148,2,12,I15,-0.6589,04074
503220,17,26,I15,0.1056,60201
239479187,10,65,,0.4731,33607
26019557,7,16,I19,0.6648,14224
592995,10,33,I27,0.2401,28207
91019911,6,143,I27,-0.2097,15086
570682446,6,46,I25,0.4239,93720
533470,21,8,I20,0.7129,48211
599246,10,9,I15,0.5768,11701
546558465,2,65,,-0.1460,07921
17841726,7,53,I23,-0.1242,07072
516244,36,13,I01,-1.4803,56007
696846,41,37,I07,-0.4309,35205
743623,9,5,I23,0.7379,14892
784066,22,9,I08,0.4352,43035
731134,21,60,I14,0.7062,30328
309745048,4,24,I08,0.2394,02740
202304939,5,21,I20,0.0257,32796
229147123,5,20,I27,-0.3416,18101
773784,25,46,I20,0.1056,60714
687992,16,13,,-0.1265,07004
719592,8,21,I27,-0.4858,28601
617651,24,27,I22,0.4239,93727
678582,20,2040,I09,-0.7957,36695
213636822,14,6,I27,0.4332,22039
787775,8,10,,0.7132,49509
527875463,2,11,,0.2920,85253
527906929,2,14,I09,-0.1704,27612
610995,10,44,I19,0.1056,60126
626736,8,51,I27,0.0561,53218
559515093,10,176,I23,-0.7931,53405
684155553,1,5,,-0.0594,17557
628998223,1,35,,1.4919,30040
615840,23,35,I19,1.2193,43551
470129512,6,287,I20,-0.2378,02142
466227,31,32,I26,0.6859,48089
567954525,40,681,I16,-0.4309,35243
113785942,32,65,I12,0.7174,03878
438863,7,12,I21,0.0536,77539
545212,20,48,I22,0.8877,80022
512044986,2,7,I20,0.4332,20190
703070,7,12,I17,-0.0078,31088
161037410,5,443,I20,-0.4649,04210
172206592,35,13,I13,0.7075,33301
233098880,32,13,I14,0.0558,94102
52438912,6,142,I18,0.4721,80202
762958,12,5,I07,0.5411,90804
561972214,10,31,I15,0.3578,99201
502434421,2,12,I27,-0.6589,04101
480554,16,2,I12,0.6201,11213
324434413,4,2,I16,0.7129,48185
273427720,4,17,I02,0.2690,44870
737886,8,1,I20,0.5411,90046
431250958,19,598,I24,0.1056,60611
338012281,4,11,,0.4195,83440
421654341,3,31,I13,0.2923,20006
650367149,2,18,I26,0.0433,85554
593792,9,39,I27,0.7764,38655
631073,9,24,I13,0.1530,98101
428448907,3,5,I16,0.3328,77566
642438,19,13,,-0.6033,54165
284499548,16,17,I12,0.2401,89074
804482,18,11,I01,0.4039,28012
634493,19,51,I27,0.7929,33455
432750,20,286,I13,0.1056,60601
275648438,29,4,I09,0.2965,20850
78119669,6,6,I15,0.3918,10001
427598227,3,171,I27,0.4381,08110
556908976,2,13,,0.4628,13126
406053764,3,19,I27,0.4171,24060
625899,8,49,I22,-0.6816,53586
762215,15,94,I23,0.1805,76017
454948211,4,9,I02,-1.3177,55066
144249144,11,29,I11,-0.6440,68506
645389312,34,64,I13,0.9968,92408
765685,10,26,I27,0.7075,33301
710335778,1,4,,0.1805,76102
105944372,6,13,I22,0.2965,20877
293230751,4,10,I12,0.2339,97123
586347422,28,41,I20,0.6928,27577
802335,27,10,I12,0.2208,37916
187263239,5,7,I09,0.2475,32086
360029533,6,1525,I27,0.6996,80525
530444,8,668,I24,0.9627,49464
15475413,7,4,I11,-0.1124,55410
766062,21,15,I22,0.1056,60631
745626,11,14,I27,-0.1249,78205
740532,16,12,I22,0.1056,60449
629010332,27,1188,I27,0.2468,98948
526052603,2,15,I21,0.6237,64429
567035402,2,16,I14,0.1882,64131
566547918,2,33,I26,0.9521,80104
300397492,4,22,,-0.5923,03451
549181,9,23,I09,0.3200,37214
175628819,22,12,I24,0.0558,94104
574881,8,11,I08,0.6770,92614
688818,19,24,I13,0.3793,07724
602621,22,3,,-0.1242,07607
625090,9,116,I21,0.3413,78746
114145791,27,225,I22,-0.6440,68542
680758,11,14,I13,0.4332,22030
427464769,21,13,I20,-0.0801,07801
588019,20,14,I27,0.0587,23462
574055103,2,11,I22,0.1653,29006
637409,9,115,I23,0.4239,93704
167441732,5,11,I22,-0.1265,07205
827122,29,39,I14,0.6887,96816
522847,8,13,I27,-0.5895,27707
674952,25,14,I15,0.2336,06360
518353781,5,29,,0.4125,94304
774150,10,3,I26,-0.1124,55404
170813755,6,85,I23,0.7381,94923
767313,24,20,I20,0.1337,60451
626984858,1,1017,,0.3918,10020
174765750,26,548,I23,0.2965,20814
616170,9,11,I02,0.3918,10155
275605474,4,23,,0.5411,90602
466485,8,32,I27,-0.5235,14891
630681420,1,15,,0.3413,78744
478135,9,43,I19,-0.2816,53593
577617,27,2,I24,-0.1124,55435
635059,17,43,,0.6297,22314
807673,14,6,I11,-0.9138,54914
560068615,2,118,I21,0.2336,06360
834893,21,1947,I20,0.9373,37355
236893871,58,8527,I27,0.0389,85719
439941340,4,189,I25,0.4868,97212
329047973,18,608,I25,-1.4388,28403
805699,19,175,I19,-0.1860,08876
676719,19,19,I27,0.4187,20706
222013976,5,4,I19,0.5411,91768
631536,45,15,I15,0.5766,43201
612682,23,13,,0.7129,48126
56410938,6,49,I27,-0.6033,54311
552299717,32,10,I20,0.4731,33563
250863072,5,14,I24,-0.4309,35207
520473611,2,48,I24,0.4332,22102
621326408,1,115,,0.0031,19382
462358708,3,17,I27,0.4454,93111
590612965,2,64,I19,0.7633,34420
469568,11,6,,-0.2264,50265
319494175,4,21,I20,0.5411,90248
791577,15,18,I22,0.6907,48322
144224303,46,20,I24,0.3918,10017
708977,8,18,I11,0.7132,49546
811191,26,13,I14,0.2923,20005
511035295,2,16,I20,0.1056,60008
199972614,13,588,I27,0.5491,98223
676437,8,1,I23,-0.6710,33936
467396,8,17,I12,-0.1127,05495
842293,40,67,I12,0.2401,28204
235666948,5,88,I21,0.6725,49424
657414,43,23,I12,-0.6509,76710
305107268,4,26,I23,-0.0604,40509
546249422,2,65,I23,0.1490,75080
465217,12,9,I27,0.3918,10018
662819,14,21,I27,-0.6589,04102
346177103,4,6,,0.6643,13204
169194651,8,132,I08,0.4496,94063
458904647,21,83,I27,0.3918,10023
454419,25,9,I17,0.2259,21401
628193051,1,29,I27,0.4228,21703
324238701,4,15,I25,0.5768,11563
687043,18,18,I23,-0.4309,35226
535543100,2,39,I27,-0.5895,27560
103286208,19,69,I24,-0.8301,31055
465724,22,12,I21,0.6020,64844
676874809,1,18,,-0.5572,95501
173414583,20,29,I19,-0.0801,07046
786567,11,66,I19,0.6643,13029
574440,8,2,,-0.5653,54455
278967444,4,18,I22,-0.8657,27263
480999762,20,135,I09,0.1183,08512
50890281,29,20,I27,0.2259,21060
499034,36,17,I13,0.4215,29201
667704641,1,10,,?,?
617397,9,4,I03,0.5411,90212
267785614,13,11,I12,0.3564,78130
724840,19,3,I27,0.3197,32817
826628,26,10,I20,0.3918,10019
799912,12,9,I23,0.1125,99354
811222,11,15,I01,0.6770,92610
512804,11,1,I15,0.4554,63102
765901,22,10,I24,-0.2453,02184
339353879,4,14,I13,-0.3488,73103
512923,16,4,I14,0.2923,20036
642888,13,9,I27,-0.2278,19806
808453,22,3,I07,0.3849,48108
628377911,1,37,I12,-0.0188,01844
184976958,29,62,I04,-0.2097,15222
828933,10,20,I24,0.3413,78705
503165,13,46,I27,0.1815,60148
385068859,24,77,I20,0.3338,30014
465806178,3,36,I21,-0.1437,51104
496001900,23,1554,I27,0.3849,48104
583694,24,9,I22,-0.4704,71118
506345,18,7,I27,0.4868,97221
364627420,4,6,I27,-0.5370,58501
172229606,5,14,I12,0.1774,18974
442373,27,14,I22,0.1056,60608
514845,7,90,I23,-0.5710,58703
479581996,42,21,I15,0.9968,92410
111597000,6,18,I11,0.2014,06830
500057667,22,281,I13,-0.2378,02150
817166,11,27,,0.2884,662061946
496187,32,76,I15,-0.4376,02865
625582827,10,11,I15,0.7062,30328
111370499,6,12,I24,-0.8641,27104
213151454,25,29,I22,0.7129,48150
614893,11,2,I13,0.6907,48322
23119343,7,42,I21,-0.2305,67204
811936,7,28,I27,0.5386,38901
512442595,2,10,I27,0.0561,53202
576100774,2,29,I27,0.3749,75039
75985356,6,17,I21,-0.4502,97471
534323,10,2,I22,0.3918,10118
6088606,27,44,I14,0.2691,22209
543272,15,2,,-0.0188,01970
269261250,4,83,I27,0.4868,97214
378313132,3,165,I19,0.1007,63146
433601,30,318,I25,0.2920,85016
278835117,4,24,I11,-0.0555,02108
682476,12,145,I27,-0.2306,89701
392335586,3,2,,0.5411,90048
596343,8,35,I20,-0.3467,29108
672378,11,16,I25,-0.2097,15025
249465007,4,23,I27,-0.6589,04092
613570739,32,86,I12,-0.2264,50266
543447566,8,201,I15,-0.6094,55802
587841,8,55,I01,-0.4309,35209
672975,21,4,I15,0.6201,11215
562784,40,25,I12,-0.3986,74104
589653536,2,10,I11,0.8190,30327
703628489,42,139,,-0.6589,04101
322056435,5,4,I11,0.5821,46204
662531022,1,27,,0.2920,85258
794845,18,15,I27,0.8792,49631
250400337,21,10463,I11,-0.2462,53051
398350528,3,11,I24,-0.0555,02110
551780,26,164,I26,0.1056,60090
588315431,21,28,I22,0.2785,19104
867742,40,48,I25,0.9125,80215
425984433,3,22,I27,-0.5999,04073
535250,17,2,I07,1.4100,39216
797807,9,9,I19,-0.3026,31201
755560,10,35,I22,0.8067,48917
633251685,1,28,I20,0.3088,01301
391937640,3,20,I27,0.0655,08753
232806092,12,109,I27,-0.0801,07932
744019,8,3,I23,0.5276,54656
261967587,8,37,I27,0.1056,60632
657503499,1,16,,0.6770,92660
629152372,1,23,,0.4731,33602
134730846,15,9,I11,0.1056,60606
195576334,25,30,I14,0.2370,19002
615103,19,21,I24,-0.8841,28563
40524125,6,12,I20,0.9319,80501
488215920,19,36,I15,-0.2453,19533
150702247,5,15,I24,-1.0992,75904
794317,18,11,I23,0.1056,60611
300752365,32,258,I23,0.0558,94105
451729,7,4,I14,0.2923,20009
809185,11,18,I27,0.1406,30683
500799,9,18,I14,0.7132,49504
718799,41,12,I13,0.3918,10022
453273,16,20,I22,0.3749,75214
650334708,1,11,,-0.6374,95453
397093831,5,317,I23,0.4646,83442
748679,18,2,I14,0.2923,20002
682972883,1,14,,0.8537,94538
693665,26,17,I23,0.7208,70815
506604,38,12,I25,-0.2754,21795
617007,9,15,I14,0.0558,94108
434545536,3,23,,-0.0766,49685
618726,7,43,I27,0.5766,43230
479900,20,69,I20,0.2401,28273
188580047,29,11,I25,1.2002,14020
170498634,5,7,I15,1.4919,30066
265472969,25,19,I07,-0.7015,07860
751798,7,46,I27,-0.2453,02302
73682788,6,5,I11,0.1011,77056
671149,14,16,,0.6201,11219
718460,23,147,I22,-0.5635,57104
394805870,3,20,,0.5411,93063
315323704,29,83,I22,0.4299,38242
294923001,4,59,I25,-0.1702,53537
760602,16,9,I13,-0.9347,78577
793102,20,51,I27,0.8091,12524
30133863,21,341,I11,0.2400,49085
82151880,6,12,I27,0.3023,02882
747804,17,3,I11,0.2259,21401
229056855,7,42,I18,-0.8894,74866
572536,14,10,I19,-0.2378,02149
514929,12,2,I13,0.5516,11375
382701307,3,32,I22,0.5041,55318
757943,9,94,I27,0.2788,39111
852305,32,19,I27,0.3918,10017
327902245,4,118,I12,0.3200,37203
603705731,2,114,,0.6907,48025
603125942,51,260,I20,0.4384,05301
131138810,14,17,I23,0.3493,19018
763322,27,28,I12,-0.1307,27893
52505503,6,36,I27,0.8109,48625
196384160,5,72,I02,-0.3596,16506
564940973,31,14471,I06,-0.0802,01608
682955,23,66,I23,0.4933,10580
494406,8,21,I12,0.4798,01103
555505,32,25,I23,-0.4309,35020
479266106,9,459,I27,0.3918,10017
665117,24,5,I07,0.0000,43332
597393815,1,33,I22,-0.1124,55428
650387419,2,36,,?,31008
373822485,4,4,I09,0.4125,94024
441765,20,10,I15,0.2208,37932
600884,10,30,I12,0.3749,75204
487166675,3,15,I22,0.1774,19020
343392965,4,26,I22,-0.6033,54304
156398152,5,5,I27,0.9968,92256
794109,17,14,I23,0.1056,60803
693185,8,3,I19,0.5053,29623
501491,24,13,I22,0.1800,63366
10676575,7,10,I22,-0.3026,31210
148411105,5,33,I27,-0.1424,60035
361849945,3,435,I20,0.5041,55318
603560488,3,4,,0.1056,60173
843142,20,13,I20,0.2465,45227
515725463,2,6,I07,0.8483,92373
628644,25,24,I21,-0.4454,72104
576611,8,11,,-1.1961,55746
694959,16,62,I19,0.6643,13164
650356443,1,13,I20,0.3866,55109
343960889,4,19,I19,0.5696,88001
854476,27,9,I20,0.6859,48043
615062174,29,1030,I20,0.0561,53223
574447,8,75,I12,0.7075,33309
813305,15,47,I22,-0.1242,07675
475710336,3,33,I19,0.7194,33122
289749239,22,205,I27,0.5411,90012
152800715,5,1,I07,0.2691,22101
633341948,17,1,,0.6887,96825
297698205,18,58,I22,0.5411,91754
